Financial Year,Name,Address Line 1,Address Line 2,Suburb,State,Postcode,Lodged on behalf of,Associated Party,Total Receipts,Total Payments,Total Debts,Discretionary Benefits,Capital Contributions
2011-12,The Lady Wilson Foundation,104 Greenhill Road,,UNLEY,SA,5061,,Liberal Party of Australia (S.A. Division),4575,60,770,0,0
2011-12,The Liberal Foundation Inc,GPO Box 20,,Adelaide,SA,5001,,Liberal Party of Australia (S.A. Division),60787,55361,4212,0,0
2011-12,The Liberal Party of Western Australia Pty Ltd,PO Box 49,,WEST PERTH,WA,6872,,Liberal Party (W.A. Division) Inc.,462279,302036,2234,0,0
2011-12,The Menzies Research Centre Limited,PO Box 6091,,KINGSTON,ACT,2604,,Liberal Party of Australia,511334,400761,64662,0,0
2011-12,The Monash Club,PO Box 2688,,MOUNT WAVERLEY,VIC,3149,,Liberal Party of Australia (Victorian Division),76420,43557,0,0,0
2011-12,The Nepean Club,P.O. Box 159,,SORRENTO,VIC,3943,,Liberal Party of Australia (Victorian Division),3932,1122,0,0,0
2011-12,The Page Research Centre Ltd,PO Box 6190,,KINGSTON,ACT,2604,,National Party of Australia,86492,103522,4267,0,0
2011-12,The Sapphire Club,PO Box 250,,SHEPPARTON,VIC,3632,,Liberal Party of Australia (Victorian Division),45659,54192,0,0,0
2011-12,The Sydney Small Business Club (The Warringah Club),PO Box 1387,,MONA VALE,NSW,1660,,Liberal Party of Australia,29230,42358,0,0,0
2011-12,The United Professional Firefighters Union of Western Australia,21 View Street,,NORTH PERTH,WA,6006,,Australian Labor Party (Western Australian Branch),1237604,1021990,52045,0,0
2011-12,The Violet Bobin Trust,28 McCarthy Drive,,CRAIGNISH,QLD,4650,,Australian Labor Party (State of Queensland),21984,27038,0,0,0
2011-12,Transport Workers Union  VIC/TAS Branch,PO Box 203,,PORT MELBOURNE,VIC,3207,,Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch),7431376,6481981,523871,0,0
2011-12,Transport Workers Union (WA Branch),PO Box 191,,WELSHPOOL DC,WA,6986,,Australian Labor Party (Western Australian Branch),4368578,4615913,0,0,0
2011-12,Transport Workers Union of Australia - Federal Council,"Level 2, 388-390 Sussex St",,SYDNEY SOUTH,NSW,2000,,Australian Labor Party (ALP),5407389,5137789,380542,0,0
2011-12,Transport Workers Union of Australia - NSW Branch,PO Box 54,,MOUNT DRUITT,NSW,2770,,Australian Labor Party (ACT Branch),1616762,1619852,244783,0,0
2011-12,Transport Workers Union of Australia Queensland Branch,PO Box 452,,CANNON HILL,QLD,4170,,Australian Labor Party (State of Queensland),4639664,5573597,0,0,0
2011-12,Transport Workers Union of Australia SA/NT Branch,PO Box 137,,WELLAND,SA,5007,,Australian Labor Party (South Australian Branch); Australian Labor Party (Northern Territory) Branch,1941002,1891556,151362,0,0
2011-12,Transport Workers Union of New South Wales,PO Box 54,,MINCHINBURY,NSW,2770,,Australian Labor Party (N.S.W. Branch),11263974,10954068,2104736,0,0
2011-12,United Firefighters Union of Australia - ACT Branch,PO Box 907,,MITCHELL,ACT,2911,,Australian Labor Party (ACT Branch),261739,218575,220686,0,0
2011-12,United Firefighters Union of Australia Qld Branch,410 Brunswick Street,,FITZROY,VIC,3065,,Australian Labor Party (State of Queensland),1346722,1203781,184016,0,0
2011-12,United Firefighters Union of Australia Tasmania Branch,265 Macquarie St,,HOBART,TAS,7000,,Australian Labor Party (Tasmanian Branch),249309,280677,0,0,0
2011-12,United Firefighters Union of Australia VIC,410 Brunswick Street,,FITZROY,VIC,3065,,Australian Labor Party (Victorian Branch),3482326,2599461,200898,0,0
2011-12,United Firefighters Union of SA Inc,PO Box 289,,TORRENSVILLE PLAZA,SA,5031,,Australian Labor Party (South Australian Branch),663706,535363,8297,0,0
2011-12,United Workers Union,Locked Bag 9,,HAYMARKET,NSW,1240,United Voice South Australia Branch; UNITED VOICE NSW BRANCH; UNITED VOICE VIC BRANCH; UNITED VOICE QLD BRANCH; UNITED VOICE WA BRANCH; UNITED VOICE NT BRANCH,Australian Labor Party (ALP); Australian Labor Party (N.S.W. Branch); Australian Labor Party (Northern Territory) Branch; Australian Labor Party (South Australian Branch); Australian Labor Party (State of Queensland); Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch); Australian Labor Party (Western Australian Branch),77225697,70630480,5037875,0,0
2011-12,Vapold Pty Ltd,Level 12,257 Collins Street,MELBOURNE,VIC,3000,,Liberal Party of Australia (Victorian Division),657648,543842,80383,0,0
2011-12,Western Australian Prison Officers' Union of Workers,63 Railway Parade,,MT LAWLEY,WA,6050,,Australian Labor Party (Western Australian Branch),1708897,1409373,154769,0,0
2011-12,Yarra Plenty Womens Group,PO Box 3196,,ELTHAM,VIC,3095,,Liberal Party of Australia (Victorian Division),4371,3184,0,0,0
2011-12,YLNP No. 1 Ltd (James Killen Foundation),235 Sandgate Road,,ALBION,QLD,4010,,Liberal National Party of Queensland,29899,2004,0,0,0
2011-12,Young Liberal Movement of Australia Trust Fund,C/- Brendan Hookway,PO Box 231,UNLEY,SA,5061,,Liberal Party of Australia,100,40,0,0,100
2010-2011,1973 Foundation Pty Ltd,GPO Box 1319,,CANBERRA,ACT,2601,,Australian Labor Party (ACT Branch),4139015,49009,3608374,0,0
2010-2011,AADB Pty Ltd,PO Box K408,,HAYMARKET,NSW,1240,,Australian Labor Party (N.S.W. Branch),0,0,0,0,0
2010-2011,ALP Holdings Pty Ltd as Trustee of the ALP Investment Trust,141 Gilles Street,,ADELAIDE,SA,5000,,Australian Labor Party (South Australian Branch),104000,122751,1051923,0,0
2010-2011,Altum Pty Ltd as Trustee for Altum Property Unit Trust,PO Box 940,,SPRING HILL,QLD,4004,,Liberal National Party of Queensland,4090097,1439423,8968507,0,0
2010-2011,Altum Pty Ltd as Trustee for the Altum Head Quarters Trust,PO Box 940,,SPRING HILL,QLD,4004,,Liberal National Party of Queensland,1370525,625921,531989,0,0
2010-2011,ASU - NSW Local Government Clerical Administrative Energy Airlines & Utilities Branch,"Level 7, 321 Pitt Street",,SYDNEY,NSW,2000,,Australian Labor Party (ALP),823217,856180,240272,0,0
2010-2011,ASU Victorian Private Sector Branch,PO Box 447,,CARLTON SOUTH,VIC,3053,,Australian Labor Party (Victorian Branch),1983146,2075050,131922,0,0
2010-2011,Aust Building Const Employees & Builders Labour Fed (QLD Br),16 Campbell Street,,BOWEN HILLS,QLD,4006,,Australian Labor Party (ALP),4966702,6121315,184290,0,0
2010-2011,Australasian Meat Industry Employees Union - Federal Council,Level 1,39 Lytton Road,EAST BRISBANE,QLD,4169,,Australian Labor Party (ALP),329667,299535,0,0,0
2010-2011,Australasian Meat Industry Employees Union - Newcastle & Northern Branch,PO Box 2263,,DANGAR,NSW,2309,,Australian Labor Party (N.S.W. Branch),858889,901617,65935,0,0
2010-2011,Australasian Meat Industry Employees' Union - NSW Branch,62 Prospect Street,,ROSEHILL,NSW,2142,,Australian Labor Party (N.S.W. Branch),1492570,1151156,64986,0,0
2010-2011,Australasian Meat Industry Employees' Union - QLD Branch,Level 1,39 Lytton Road,EAST BRISBANE,QLD,4169,,Australian Labor Party (State of Queensland),2322964,2167164,0,0,0
2010-2011,Australasian Meat Industry Employees Union (Tasmanian Branch),PO Box 649,,KINGS MEADOWS,TAS,7249,,Australian Labor Party (Tasmanian Branch),248969,234489,2500,0,0
2010-2011,Australasian Meat Industry Employees Union SA & WA Branch,227 Henley Beach Road,,TORRENSVILLE,SA,5031,,Australian Labor Party (South Australian Branch); Australian Labor Party (Western Australian Branch),819454,830615,32041,0,0
2010-2011,Australasian Meat Industry Employees Union Victorian Branch,"Level 2, 62 Lygon Street",,CARLTON,VIC,3053,,Australian Labor Party (Victorian Branch),1369602,1332266,479216,0,0
2010-2011,Australian Federated Union of Locomotive Employees,41 Peel Street,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (ALP),695170,650559,0,0,0
2010-2011,Australian Institute of Marine and Power Engineers,52 Buckingham Street,,SURRY HILLS,NSW,2010,,Australian Labor Party (ALP),3607779,3438007,0,0,0
2010-2011,Australian Labor Party (Legacies and Gifts) Ltd,PO Box 6222,,KINGSTON,ACT,2604,,Australian Labor Party (ALP),0,0,0,0,0
2010-2011,Australian Labor Party (NSW) Gifts Pty Ltd,PO Box K408,,HAYMARKET,NSW,1240,,Australian Labor Party (N.S.W. Branch),0,0,0,0,0
2010-2011,Australian Labor Party Sisterhood,64 Brougham Street,,LAUNCESTON,TAS,7250,,Australian Labor Party (ALP),296,275,0,0,0
2010-2011,Australian Municipal Administrative Clerical & Services Union - Queensland Together Branch,PO Box 3272,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland),3011912,3069571,305837,0,0
2010-2011,"Australian Municipal, Administrative, Clerical and Services Union - Queensland (Services and Northern Administrative) Branch",PO Box 3347,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (ALP),6232844,6257276,755708,0,0
2010-2011,Australian Rail Tram & Bus Industry Union SA/NT,PO Box 195,,WOODVILLE,SA,5011,,Australian Labor Party (South Australian Branch),596007,527567,44282,0,0
2010-2011,"Australian Rail Tram & Bus Industry Union, Queensland Branch",Level 1,457 Upper Edward Street,BRISBANE,QLD,4000,,Australian Labor Party (State of Queensland),3643634,4927816,238580,0,0
2010-2011,Australian Rail Tram & Bus Union (Victorian Branch),Level 2,365 Queen St,MELBOURNE,VIC,3000,,Australian Labor Party (Victorian Branch),3933187,2778690,567061,0,0
2010-2011,Australian Rail Tram and Bus Industry Union New South Wales Branch,"Level 4, 321 Pitt Street",,SYDNEY,NSW,2000,,Australian Labor Party (ALP),8148399,7777485,300586,0,0
2010-2011,Australian Rail Tram and Bus Industry Union Western Australian Branch,2/10 Nash Street,,PERTH,WA,6000,,Australian Labor Party (Western Australian Branch),709606,800704,46817,0,0
2010-2011,"Australian Rail,Tram & Bus Industry - TAS Branch",PO Box 682,,MOONAH,TAS,7009,,Australian Labor Party (Tasmanian Branch),136698,133024,0,0,0
2010-2011,Australian Services Union - Victorian & Tasmanian Authorities & Services Branch,PO Box 37,,CARLTON SOUTH,VIC,3053,,Australian Labor Party (ALP),9285118,9082820,2448242,0,0
2010-2011,Australian Services Union of NSW & ACT (Services) Branch,PO Box 1865,,STRAWBERRY HILLS,NSW,2012,,Australian Labor Party (N.S.W. Branch); Australian Labor Party (ACT Branch),4439974,4458525,910082,0,0
2010-2011,Australian Services Union SA - NT Branch,PO Box 2217,,KENT TOWN,SA,5071,,Australian Labor Party (South Australian Branch),3479315,3850322,235356,0,0
2010-2011,Australian Workers Union - National Office,"L10, 377-383 Sussex Street",,SYDNEY,NSW,2000,,Australian Labor Party (N.S.W. Branch),6314371,5731685,284139,0,0
2010-2011,Australian Workers Union SA Branch,GPO Box 2577,,ADELAIDE,SA,5001,,Australian Labor Party (ALP),2754511,2602232,0,0,0
2010-2011,Australian Workers Union WA Branch,PO Box 8122,Perth Business Centre,PERTH,WA,6849,,Australian Labor Party (Western Australian Branch),3074945,3343191,544326,0,0
2010-2011,Automotive Food Metals Engineering Printing & Kindred Ind. Union,PO Box 160,,GRANVILLE,NSW,2142,AFMEPKIU NATIONAL COUNCIL; AFMEPKIU NSW STATE COUNCIL; AFMEPKIU VICTORIA STATE COUNCIL; AFMEPKIU QUEENSLAND STATE COUNCIL; AFMEPKIU SOUTH AUSTRALIA STATE COUNCIL; AFMEPKIU WESTERN AUSTRALIA STATE COUNCIL; AFMEPKIU TASMANIA STATE COUNCIL,Australian Labor Party (ALP),59614920,51557153,1420736,0,0
2010-2011,AWU - Australian Workers Union (Tasmanian Branch),P O Box 489,,GLENORCHY,TAS,7010,,Australian Labor Party (ALP),1311332,1310660,32804,0,0
2010-2011,AWU Port Kembla Branch,PO Box 1506,,WOLLONGONG,NSW,2500,,Australian Labor Party (N.S.W. Branch),1602768,2088725,607012,0,0
2010-2011,Bass 200 Club,PO Box 431,,WONTHAGGI,VIC,3995,,Liberal Party of Australia (Victorian Division),7693,21998,0,0,0
2010-2011,Bayside Forum,55 Marne Street,,SOUTH YARRA,VIC,3141,,Liberal Party of Australia (Victorian Division),120647,182406,1665,0,0
2010-2011,Bendigo 250 Club,PO Box 364,,STRAHDALE,VIC,3550,,Liberal Party of Australia (Victorian Division),10462,14591,0,0,0
2010-2011,Berwick Ranges 500 Club,PO Box 145,,BERWICK,VIC,3806,,Liberal Party of Australia (Victorian Division),49802,150387,0,0,0
2010-2011,Blind Workers Union of Victoria,106 Seymour Street,,SOLDIERS HILL,VIC,3350,,Australian Labor Party (Victorian Branch),8443,6391,0,0,0
2010-2011,Bulleen Supporters Group,PO Box 13,,BULLEEN,VIC,3105,,Liberal Party of Australia (Victorian Division),2589,75630,0,0,0
2010-2011,Bunori Pty Limited,Locked Bag 2,,KINGS CROSS,NSW,1340,,"Liberal Party of Australia, NSW Division",2314039,2385711,1991783,0,0
2010-2011,Business First,PO Box 35,,CHELSEA,VIC,3196,,Liberal Party of Australia (Victorian Division),25521,37877,0,0,0
2010-2011,Canberra Labor Club Limited,PO Box 167,,Belconnen,ACT,2617,,Australian Labor Party (ALP),74912256,80705213,10879411,0,0
2010-2011,Caulfield Challenge 200 Club,Suite 9ABC Level 9,443-449 Toorak Road ,TOORAK,VIC,3142,,Liberal Party of Australia (Victorian Division),36325,24986,0,0,0
2010-2011,CEC Australia (Services) Pty Ltd,PO Box 376,,COBURG,VIC,3058,,Citizens Electoral Council of Australia,1994080,1989671,1108736,0,0
2010-2011,CEPU - Electrical Division QLD & NT ,PO Box 3520,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch,8134292,7888517,545833,0,0
2010-2011,CEPU (T&S) NSW Branch,PO Box A1135,,SYDNEY SOUTH,NSW,2000,,Australian Labor Party (N.S.W. Branch),704582,759034,41351,0,0
2010-2011,CEPU Communications Division - Tasmania Branch,105 New Town Road,,NEW TOWN,TAS,7008,,Australian Labor Party (Tasmanian Branch),292398,821448,0,0,0
2010-2011,CEPU Communications Division - WA,PO Box 8354,,PERTH BC,WA,6849,,Australian Labor Party (Western Australian Branch),1814445,2288592,0,0,0
2010-2011,CEPU Communications Division (CWU QLD Branch),PO Box 3203,,WEST END,QLD,4101,,Australian Labor Party (ALP),52687,22855,0,0,0
2010-2011,CEPU Communications Division SA/NT Branch,312 South Road,,RICHMOND,SA,5033,,Australian Labor Party (South Australian Branch),1018727,1117449,256372,0,16260
2010-2011,"CEPU Electrical, Energy & Services Division - SA","Level 1, 87 St Vincent Street",,PORT ADELAIDE,SA,5015,,Australian Labor Party (South Australian Branch),1918352,1609498,0,0,0
2010-2011,CEPU Engineering & Electrical Division WA Branch,PO Box 689,,BALCATTA,WA,6914,,Australian Labor Party (ALP),3225166,2628549,0,0,0
2010-2011,CEPU P & T Victorian Branch,PO Box 14,,BRUNSWICK WEST,VIC,3055,,Australian Labor Party (Victorian Branch),1762000,1609559,168332,0,0
2010-2011,CEPU Plumbing Division - NSW (CEPU of Australia NSW Branch),"Shop 1, 111 McEvoy Street",,ALEXANDRIA,NSW,2015,,Australian Labor Party (N.S.W. Branch),927947,889549,203660,0,0
2010-2011,CEPU Plumbing Division Queensland Branch,PO Box 3596,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland),2005900,1661972,283283,0,0
2010-2011,CEPU Plumbing Division Victoria,52 Victoria Street,,CARLTON SOUTH,VIC,3053,,Australian Labor Party (Victorian Branch),6364909,5965266,4234660,0,0
2010-2011,CEPU T & S Victorian Branch,1/139 Queensberry St,,CARLTON SOUTH,VIC,3053,,Australian Labor Party (ALP),985477,1234362,0,0,0
2010-2011,CFMEU - Construction and General Division (NT),PO Box Q235,QVB Post Office,SYDNEY,NSW,1230,CFMEU Construction &General WA Divisional Branch Northern Territory Office,Australian Labor Party (Northern Territory) Branch,249802,160218,0,0,0
2010-2011,CFMEU - Mining and Energy Division - Tas,PO Box 72,,GEORGE TOWN,TAS,7253,,Australian Labor Party (Tasmanian Branch),201109,201109,0,0,50000
2010-2011,CFMEU - Mining Division (Nth NSW District),PO Box 364,,CESSNOCK,NSW,2325,,Australian Labor Party (ALP),30481723,30801001,829731,0,0
2010-2011,CFMEU C & G Division (TAS),33A New Town Road,,NEW TOWN,TAS,7008,,Australian Labor Party (Tasmanian Branch),366020,355739,10500,0,0
2010-2011,"CFMEU Construction and General Division, New South Wales Divisional Branch",Locked Bag 5015,,ALEXANDRIA,NSW,2015,,Australian Labor Party (ALP),13464280,15093969,0,0,0
2010-2011,CFMEU FFPD Division ,148-152 Miller Street,,WEST MELBOURNE,VIC,3003,,Australian Labor Party (South Australian Branch); Australian Labor Party (Tasmanian Branch); Australian Labor Party (Victorian Branch),7386872,7178650,132922,0,0
2010-2011,CFMEU Mining & Energy Division (Qld District Branch),PO Box 508,,SPRING HILL,QLD,4004,,Australian Labor Party (ALP),14861394,14187836,2814560,0,0
2010-2011,"CFMEU Mining & Energy Division, NSW Energy District",PO Box Q1641,QVB Post Office,SYDNEY,NSW,1230,,Australian Labor Party (N.S.W. Branch),770206,886209,24884,0,0
2010-2011,CFMMEU - Maritime Union of Australia Division,Level 2 ,365 - 375 Sussex Street,SYDNEY,NSW,2000,,Australian Labor Party (ALP),13686585,13543658,451843,0,0
2010-2011,Chinese Liberals Association,PO Box 568,,CARNEGIE,VIC,3163,,Liberal Party of Australia (Victorian Division),9848,28671,0,0,0
2010-2011,Citizens Media Group Pty Ltd,PO Box 376,,COBURG,VIC,3058,,Citizens Electoral Council of Australia,76021,76008,235475,0,0
2010-2011,CLP Gifts & Legacies Pty Ltd,Post Office Box 48,95 Langton Road,HOWARD SPRINGS,NT,835,,Country Liberals (Northern Territory),40378,40538,0,0,0
2010-2011,Coal Miners Industrial Union of Workers of WA Collie,75 Throssell Street,,COLLIE,WA,6225,,,407517,427865,11704,0,0
2010-2011,Communications Electrical Plumbing Union NSW P & T Branch,PO Box 250,,PARRAMATTA,NSW,2124,,Australian Labor Party (N.S.W. Branch); Australian Labor Party (ACT Branch),3569639,3111467,228424,0,0
2010-2011,Community and Public Sector Union (PSU Group),Level 7 191-199 Thomas Street,,HAYMARKET,NSW,2000,,Australian Labor Party (ALP),27902705,27194189,1635069,0,0
2010-2011,Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch,PO Box 498,,DICKSON,ACT,2602,,Australian Labor Party (ACT Branch),2826795,2263797,91998,0,0
2010-2011,"Construction Forestry Mining & Energy, Industrial Union of Employees, Queensland - Construction and General Division",16 Campbell Street,,BOWEN HILLS,QLD,4006,,Australian Labor Party (State of Queensland),15507090,13742983,448560,0,0
2010-2011,Cormack Foundation Pty Ltd,25 St James Park Drive,,BRIGHTON,VIC,3186,,Liberal Party of Australia,2893623,4350156,11205,0,0
2010-2011,Dame Pattie Menzies Liberal Foundation,Locked Bag 2,,Kings Cross,NSW,1340,,"Liberal Party of Australia, NSW Division",42887,36632,0,0,0
2010-2011,Deakin Executive Forum,PO Box 3279,,The Pines,VIC,3109,,Liberal Party of Australia (Victorian Division),0,31000,0,0,0
2010-2011,Dunkley Blue Ribbon Club,PO Box 696,,FRANKSTON,VIC,3199,,Liberal Party of Australia (Victorian Division),22831,75321,0,0,0
2010-2011,Electrical Trades Union of Australia NSW Branch,Level 5/370 Pitt Street,,SYDNEY,NSW,2000,,Australian Labor Party (N.S.W. Branch),8529085,8123279,91188,0,0
2010-2011,Electrical Trades Union of Employees Queensland,PO Box 3520,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch,730461,555283,89936,0,0
2010-2011,EMILY's List Australia,"Level 2, Queen Victoria Women's Centre",210 Lonsdale Street,MELBOURNE,VIC,3000,,Australian Labor Party (ALP); Australian Labor Party (Victorian Branch),369422,338703,36922,0,0
2010-2011,Enterprise Club,PO Box 13,,NUNAWADING,VIC,3131,,Liberal Party of Australia (Victorian Division),17275,27784,0,0,0
2010-2011,Fed. Ironworkers Assoc. of Aust (QLD Br) Union of Employees,GPO Box 88,,BRISBANE,QLD,4001,,Australian Labor Party (State of Queensland),26000,25702,0,0,0
2010-2011,Finance Sector Union of Aust - QLD Branch,PO Box 3054,,SOUTH BRISBANE,QLD,4101,,Australian Labor Party (State of Queensland),1619702,1619702,0,0,0
2010-2011,Finance Sector Union of Aust - SA/NT Branch,Level 1,229 Greenhill Road,DULWICH,SA,5065,,Australian Labor Party (South Australian Branch),923746,923746,0,0,0
2010-2011,Finance Sector Union of Australia - NSW Branch,PO Box A2442,,SYDNEY SOUTH,NSW,1235,,Australian Labor Party (N.S.W. Branch),3651736,3651736,3651736,0,0
2010-2011,Flight Attendants Association of Australia - National Division,20 Ewan Street,,MASCOT,NSW,2020,,Australian Labor Party (ALP),1907625,2178251,104947,0,0
2010-2011,Forward Brisbane Leadership,PO Box 940,,SPRING HILL,QLD,4004,,Liberal National Party of Queensland,696716,528987,13433,0,0
2010-2011,Gatenby Investment Fund,GPO Box 469,,HOBART,TAS,7001,,Liberal Party of Australia - Tasmanian Division,24438,292,0,0,0
