"Financial Year","Name","Address Line 1","Address Line 2","Suburb","State","Postcode","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"1999-2000","Christian Democratic Party (Fred Nile Group)","PO Box 9","","DOVETON","VIC","3177","Christian Democratic Party (Fred Nile Group)","15162","11707","0","0"
"1999-2000","Citizens Electoral Council of Australia","PO Box 376","","COBURG","VIC","3058","","1113220","1117640","1152806","0"
"1999-2000","Country Liberal Party (NT)","PO Box 4194","","DARWIN","NT","0801","","632123","660202","19490","0"
"1999-2000","CTA Child Protection (Elaine Nile) Party","GPO Box 141","","SYDNEY GPO PRIVATE BOXES","NSW","2001","","200","0","200","0"
"1999-2000","Democratic Labour Party","PO Box 678","","CIVIC SQUARE","ACT","2608","Democratic Labor Party","19087","12568","0","0"
"1999-2000","Democratic Socialist Electoral League","PO Box 348","","BROADWAY","NSW","2007","","0","0","0","0"
"1999-2000","Help End Marijuana Prohibition","PO Box 177","","NIMBIN","NSW","2480","","500","0","0","0"
"1999-2000","Hope Party Australia - ethics equality ecology","12-14 McAdam Square","","CROYDON","VIC","3136","","58107","57993","18500","0"
"1999-2000","Liberal Party (W.A. Division) Inc","PO Box 49","","WEST PERTH","WA","6872","Liberal","1151904","1238070","167099","0"
"1999-2000","Liberal Party of Australia","PO Box 6004","","KINGSTON","ACT","2604","Liberal","3843967","3940216","4988007","0"
"1999-2000","Liberal Party of Australia - ACT Division","PO Box 66","","DEAKIN WEST","ACT","2600","Liberal","240997","275534","205322","0"
"1999-2000","Liberal Party of Australia - Queensland Division","PO Box 8167","","WOOLLOONGABBA","QLD","4102","Liberal","1447672","1505807","75770","0"
"1999-2000","Liberal Party of Australia - Tasmanian Division","GPO Box 469","","HOBART","TAS","7001","Liberal","170561","221369","7027","0"
"1999-2000","Liberal Party of Australia (S.A. Division)","GPO Box 20","","ADELAIDE","SA","5001","Liberal","1085402","877658","19203","0"
"1999-2000","Liberal Party of Australia (Victorian Division)","Level 12, 257 Collins Street","","MELBOURNE","VIC","3000","Liberal","7705474","10101732","155807","0"
"1999-2000","Liberal Party of Australia, NSW Division","Locked Bag 2","","KINGS CROSS","NSW","1340","Liberal","3547253","2255126","56514","0"
"1999-2000","National Party of Australia","PO Box 6190","","KINGSTON","ACT","2604","The Nationals","258317","212905","23806","0"
"1999-2000","National Party of Australia - N.S.W.","GPO Box 4558","","SYDNEY","NSW","2001","The Nationals","1936038","1713130","997160","0"
"1999-2000","National Party of Australia - Victoria","Suite 908, Level 9","343 Little Collins Street","MELBOURNE","VIC","3000","The Nationals","1251853","1477592","52848","0"
"1999-2000","National Party of Australia (Queensland)","PO Box 5940","","WEST END","QLD","4101","The Nationals","1190598","1297277","320522","0"
"1999-2000","National Party of Australia (S.A.) Inc.","5 Maple Court","","OAKBANK","SA","5243","The Nationals","19530","16502","0","0"
"1999-2000","National Party of Australia (WA) Inc","PO Box 1418","","WEST PERTH","WA","6872","The Nationals","362422","428415","352263","0"
"1999-2000","Natural Law Party","PO Box 200","","BUNDOORA","VIC","3083","Natural Law Party","4595","4659","1585","0"
"1999-2000","Natural Law Party (ACT Branch)","3 Maedon Crescent","","PALMERSTON","ACT","2913","Natural Law Party","0","0","0","0"
"1999-2000","Natural Law Party (NSW Branch)","PO Box 639","","NORTH SYDNEY PRIVATE BOXES","NSW","2059","Natural Law Party","0","60","814","0"
"1999-2000","Natural Law Party (NT Branch)","PO Box 200","","BUNDOORA","VIC","3083","Natural Law Party","0","0","0","0"
"1999-2000","Natural Law Party (Qld Branch)","25 Drury Street","","WEST END","QLD","4101","Natural Law Party","0","0","0","0"
"1999-2000","Natural Law Party (SA Branch)","PO Box 490","","PROSPECT","SA","5082","Natural Law Party","15","33","30203","0"
"1999-2000","Natural Law Party (Tas Branch)","109 Gillon Crescent","","MOUNT STUART","TAS","7000","Natural Law Party","0","0","0","0"
"1999-2000","Natural Law Party (Vic Branch)","126 Fortescue Avenue","","SEAFORD","VIC","3198","Natural Law Party","0","0","0","0"
"1999-2000","Natural Law Party (WA Branch)","PO Box 8108","","PERTH BUSINESS CENTRE","WA","6849","Natural Law Party","250","300","0","0"
"1999-2000","No Goods and Services Tax Party","9 Northview Place","","MOUNT COLAH","NSW","2079","","369","369","0","0"
"1999-2000","Non-Custodial Parents Party","PO Box 97","","DOUGLAS PARK","NSW","2569","","0","250","5233","0"
"1999-2000","Nuclear Disarmament Party of Australia","38 Sheehan Street","","PEARCE","ACT","2607","","0","0","0","0"
"1999-2000","One Nation SA","PO Box 10277","Adel Bus Centre","ADELAIDE","SA","5000","One Nation","85581","75540","290","0"
"1999-2000","One Nation Victoria","PO Box 439","","SEAFORD","VIC","3198","One Nation","10716","3516","0","0"
"1999-2000","Pauline Hanson's One Nation","PO Box 1199","","BEENLEIGH","QLD","4207","One Nation","506658","808375","0","0"
"1999-2000","Pauline Hanson's One Nation","PO Box 1214","","KATHERINE PRIVATE BOXES","NT","0851","One Nation","5225","4862","0","0"
"1999-2000","Pauline Hanson's One Nation","69 Eastland Drive","","ULVERSTONE","TAS","7315","One Nation","0","0","0","0"
"1999-2000","Pauline Hanson's One Nation - QLD","PO Box 1199","","BEENLEIGH","QLD","4207","One Nation","155472","180575","0","0"
"1999-2000","Pauline Hanson's One Nation - WA","PO Box 3030","","CARLISLE SOUTH","WA","6101","One Nation","121549","112346","0","0"
"1999-2000","Pensioner & C.I.R. Alliance","PO Box 750","","AIRLIE BEACH","QLD","4802","","0","0","0","0"
"1999-2000","Phil Cleary - Independent Australia","PO Box 1074","","PRESTON","VIC","3072","","3500","2982","0","0"
